"id","sub_category_name","primary_category_id"
20123,"Prepared Pie Shells & Crusts",19944
20126,"Baking Cinnamon Chips",19944
20127,"Baking Butterscotch Chips",19944
20128,"Baking Caramel Chips",19944
20129,"Baking Peanut Butter Chips",19944
20132,"Vanilla Beans",19944
20133,"Garlic Powder & Seasonings",19944
20134,"Cinnamon",19944
20135,"Chili Powders",19944
20136,"Flax Seed",19944
20137,"Saffron",19944
20138,"Ginger",19944
20139,"Paprika",19944
20140,"Turmeric",19944
20142,"Sesame Seed",19944
20143,"Cumin",19944
20144,"Cayenne Powder",19944
20145,"Mustard Seeds & Powder",19944
20146,"Fenugreek",19944
20147,"Cardamom Seed",19944
20148,"Cloves",19944
20149,"Allspice",19944
20150,"Dill",19944
20151,"Coriander",19944
20152,"Nutmeg",19944
20153,"Rosemary",19944
20154,"Oregano",19944
20155,"Bonito Flakes",19944
20156,"Thyme",19944
20157,"Fennel Seed",19944
20158,"Anise Seeds",19944
20159,"Bay Leaf",19944
20160,"Celery Seed",19944
20161,"Sumac",19944
20162,"Peppermint Leaf",19944
20163,"Parsley",19944
20164,"Chipotle",19944
20165,"Poppy Seed",19944
20166,"Sage Leaf",19944
20167,"Sweet Basil Leaf",19944
20168,"Savory",19944
20169,"Mace",19944
20170,"Ajowan",19944
20171,"Chives",19944
20172,"Asafetida",19944
20173,"Wasabi Powder",19944
20174,"Caraway Seed",19944
20175,"Tarragon",19944
20176,"Chinese Star Anise",19944
20177,"Marjoram",19944
20178,"Cilantro Flakes",19944
20180,"Meat Seasonings",19944
20181,"Barbecue Seasonings",19944
20182,"Mexican Seasonings",19944
20183,"Gourmet Rubs",19944
20184,"Cajun Seasonings",19944
20185,"Seafood Seasonings",19944
20186,"Curry Powders",19944
20187,"Italian Seasonings",19944
20188,"Poultry Seasonings",19944
20189,"Chili Mixes",19944
20190,"Indian Seasonings",19944
20191,"Adobo Seasonings",19944
20192,"Chili Powder",19944
20193,"Greek Seasonings",19944
20194,"Garam Masalas",19944
20195,"Miso Paste",19944
20196,"Chinese Five Spice",19944
20197,"Mulling Spices",19944
20199,"Sea Salts",19944
20200,"Seasoned Salts",19944
20201,"Popcorn Salts",19944
20202,"Flavored Salts",19944
20203,"Coarse Salts",19944
20204,"Rock Salts",19944
20205,"Salt Substitutes",19944
20206,"Table Salts",19944
20207,"Kosher Salts",19944
20208,"Fleur de Sel",19944
20210,"Ground Pepper",19944
20211,"Peppercorns",19944
20214,"Packaged Pasta & Noodle Dishes",19944
20216,"Packaged Macaroni & Cheese",19944
20217,"Packaged Rice Dishes",19944
20224,"Packaged Potatoes & Stuffings",19944
20227,"Packaged Vegetable Dishes",19944
20228,"Packaged Dry Soup Mixes",19944
20229,"Packaged Pizzas",19944
20230,"Packaged Pasta Salads",19944
20232,"Canned & Jarred Seafood",19944
20245,"Canned & Packaged Spiced Meats",19944
20246,"Canned & Packaged Chicken",19944
20247,"Canned & Packaged Beef",19944
20248,"Canned & Jarred Snails",19944
20249,"Canned & Packaged Pâtés",19944
20251,"Canned & Jarred Tomatoes",19944
20504,"Matcha Tea",19944
20260,"Canned & Jarred Mushrooms",19944
20261,"Canned & Jarred Garlic",19944
20262,"Canned & Jarred Green Beans",19944
20263,"Canned & Jarred Jalapenos",19944
20264,"Canned & Jarred Corn",19944
20265,"Canned & Jarred Onions",19944
20266,"Canned & Jarred Beets",19944
20267,"Canned & Jarred Water Chestnuts",19944
20268,"Canned & Jarred Sauerkraut",19944
20269,"Canned & Jarred Green Chilis",19944
20270,"Canned & Jarred Artichoke Hearts",19944
20271,"Canned & Jarred Bamboo Shoots",19944
20272,"Canned & Jarred Truffles",19944
20273,"Canned & Jarred Hearts of Palm",19944
20274,"Canned & Jarred Asparagus",19944
20275,"Canned & Jarred Carrots",19944
20276,"Canned & Jarred Okra",19944
20277,"Canned & Jarred Bean Salad",19944
20278,"Canned & Jarred Potatoes",19944
20280,"Canned & Jarred Cherries",19944
20281,"Canned & Jarred Pineapples",19944
20282,"Canned & Jarred Mixed Fruits",19944
20283,"Canned & Jarred Peaches",19944
20284,"Canned & Jarred Oranges",19944
20285,"Canned & Jarred Mangos",19944
20286,"Canned & Jarred Dates",19944
20287,"Canned & Jarred Pears",19944
20288,"Canned & Jarred Papayas",19944
20289,"Canned & Jarred Berries",19944
20294,"Canned & Jarred Lemons",19944
20295,"Canned & Jarred Plums",19944
20296,"Canned & Jarred Bananas",19944
20297,"Canned & Jarred Figs",19944
20298,"Canned & Jarred Grapes",19944
20299,"Canned & Jarred Grapefruit",19944
20300,"Canned & Jarred Apples",19944
20301,"Canned & Jarred Melons",19944
20302,"Canned & Jarred Tangerines",19944
20304,"Canned & Jarred Baked Beans",19944
20305,"Canned Black Beans",19944
20306,"Canned Refried Beans",19944
20307,"Canned Pinto Beans",19944
20308,"Canned Kidney Beans",19944
20309,"Canned Garbanzo Beans",19944
20310,"Canned & Jarred Black-eyed Peas",19944
20311,"Canned Lima Beans",19944
20312,"Canned & Jarred Lentils",19944
20314,"Stuffed Grape Leaves",19944
20315,"Canned & Jarred Fish",19944
20320,"Asian Sauces",19944
20334,"Barbecue Sauces",19944
20335,"Italian Sauces",19944
20340,"Spanish & Mexican Sauces",19944
20345,"Buffalo Wing Sauces",19944
20346,"Worcestershire Sauce",19944
20350,"Brown Gravies",19944
20351,"Beef Gravies",19944
20352,"Chicken Gravies",19944
20353,"Sausage Gravies",19944
20354,"Turkey Gravies",19944
20355,"Mushroom Gravies",19944
20356,"Pork Gravies",19944
20360,"Packaged Chicken Broths",19944
20361,"Packaged Beef Broths",19944
20362,"Packaged Vegetable Broths",19944
20363,"Packaged Clam Broths",19944
20367,"Packaged Chicken Bouillon",19944
20368,"Packaged Vegetable Bouillon",19944
20369,"Packaged Beef Bouillon",19944
20377,"Packaged Beef Stocks",19944
20378,"Packaged Chicken Stocks",19944
20379,"Packaged Vegetable Stocks",19944
20386,"Vinaigrette Salad Dressings",19944
20392,"Italian Salad Dressing",19944
20393,"Ranch Salad Dressings",19944
20394,"Caesar Salad Dressings",19944
20395,"French Salad Dressings",19944
20396,"Thousand Island Salad Dressings",19944
20397,"Blue Cheese Salad Dressings",19944
20398,"Cole Slaw Salad Dressings",19944
20399,"Honey Mustard Salad Dressings",19944
20402,"Yellow Mustard",19944
20403,"Dijon Mustard",19944
20404,"Honey Mustard",19944
20405,"Brown Mustard",19944
20406,"Beer Mustard",19944
20407,"German Mustard",19944
20408,"Whole Grain Mustard",19944
20409,"English Mustard",19944
20434,"Spaghetti Pasta",19944
20435,"Penne Pasta",19944
20436,"Rotini Pasta",19944
20437,"Fettuccine Pasta",19944
20438,"Fusilli Pasta",19944
20439,"Linguine Pasta",19944
20440,"Capellini Pasta",19944
20441,"Orzo Pasta",19944
20442,"Rigatoni Pasta",19944
20443,"Lasagna Pasta",19944
20444,"Gnocchi Pasta",19944
20445,"Pappardelle Pasta",19944
20446,"Bow-Tie Pasta",19944
20447,"Tagliatelle Pasta",19944
20448,"Ziti Pasta",19944
20449,"Tortellini Pasta",19944
20451,"Shirataki Noodles",19944
20452,"Rice Noodles",19944
20453,"Egg Noodles",19944
20454,"Udon Noodles",19944
20455,"Soba Noodles",19944
20458,"Dill Pickles",19944
20459,"Sweet Pickles",19944
20460,"Cornichons",19944
20462,"Green Condiment Olives",19944
20463,"Black Condiment Olives",19944
20464,"Kalamata Condiment Olives",19944
20465,"Olive Spreads",19944
20468,"Pickle Relishes",19944
20469,"Vegetable Relishes",19944
20470,"Fruit Relishes",19944
20481,"Jams & Preserves",19944
20491,"Single-Serve Coffee Capsules & Pods",19944
20492,"Ground Coffee",19944
20493,"Roasted Coffee Beans",19944
20494,"Instant Coffee",19944
20495,"Bottled & Canned Coffee Beverages",19944
20496,"Iced Coffee & Cold-Brew",19944
20497,"Unroasted Coffee Beans",19944
20498,"Whole Coffee Beans",19944
20500,"Herbal Tea",19944
20501,"Tea Samplers",19944
20502,"Black Tea",19944
20503,"Bottled Iced Tea",19944
20505,"Green Tea",19944
20506,"Chai Tea",19944
20507,"Kombucha Teas",19944
20508,"Oolong Tea",19944
20509,"Rooibos Tea",19944
20510,"White Tea",19944
20511,"Fruit & Herbal Tea",19944
20514,"Mate Tea",19944
20515,"Milk Tea Mix",19944
20516,"Dark Tea",19944
20525,"Mineral Drinking Water",19944
20526,"Sparkling Drinking Water",19944
20527,"Flavored Drinking Water",19944
20528,"Sports Drinking Water",19944
20529,"Seltzer Drinking Water",19944
20530,"Tonic Drinking Water",19944
20532,"Fruit Juice Beverages",19944
20533,"Sparkling Juice Drinks",19944
20534,"Vegetable Juice Beverages",19944
20535,"Lemonade",19944
20536,"Juice Smoothie Drinks",19944
20537,"Ciders",19944
20539,"Protein Drinks",19944
20540,"Meal Replacement Drinks",19944
20544,"Cocktail Bitters",19944
20545,"Margarita Cocktail Mixers",19944
20546,"Bloody Mary Cocktail Mixers",19944
20547,"Martini Cocktail Mixers",19944
20548,"Daiquiri Cocktail Mixers",19944
20551,"Water Flavoring Drops",19944
20556,"Squash",19944
20613,"Processed Cheese Spreads",19944
20614,"Snack Food Bean Dips & Spreads",19944
20615,"Onion Snack Dips",19944
20616,"Snack Food Vegetable Dips & Spreads",19944
20617,"Ranch Snack Dips",19944
20618,"Snack Food Garlic Dips & Spreads",19944
20619,"Snack Food Seafood Dips & Spreads",19944
20670,"Nougat",19944
20679,"Brown Sugar Candy",19944
20705,"Tortilla Flatbreads",19944
20706,"Pita Flatbreads",19944
20707,"Sandwich Thins",19944
20708,"Naan Flatbreads",19944
20710,"White Sandwich Bread",19944
20711,"Multigrain Sandwich Bread",19944
20712,"Rye Sandwich Bread",19944
20713,"Sourdough Sandwich Bread",19944
20714,"Whole Wheat Sandwich Bread",19944
20715,"Pumpernickel Sandwich Bread",19944
20716,"Raisin Sandwich Bread",19944
20717,"Potato Sandwich Bread",19944
20718,"Spelt Sandwich Bread",19944
20721,"Hamburger Buns",19944
20722,"Hot Dog Buns",19944
20809,"Dried Berries",19944
20810,"Dried Mixed Fruit",19944
20811,"Dried Mangoes",19944
20812,"Dried Dates",19944
20813,"Raisins",19944
20814,"Dried Apricots",19944
20815,"Dried Prunes",19944
20816,"Dried Cherries",19944
20817,"Dried Banana Chips",19944
20818,"Dried Apples",19944
20819,"Dried Figs",19944
20820,"Dried Ginger",19944
20821,"Dried Pineapples",19944
20822,"Dried Peaches",19944
20823,"Dried Coconut",19944
20824,"Dried Pears",19944
20825,"Dried Papayas",19944
20827,"Dried Mushrooms",19944
20839,"Packaged Sundried Tomatoes",19944
20842,"Truffles",19944
20843,"Shiitake Mushrooms",19944
20844,"Morel Mushrooms",19944
20845,"Porcini Mushrooms",19944
20846,"Portabello Mushrooms",19944
20848,"Fresh Chili Peppers",19944
20853,"Fresh Sweet Peppers",19944
20854,"Fresh Bell Peppers",19944
20856,"Fresh Ginger",19944
20857,"Fresh Beets",19944
20858,"Fresh Carrots",19944
20859,"Fresh Cassava",19944
20860,"Fresh Jicama",19944
20861,"Fresh Radishes",19944
20863,"Fresh Sweet Potatoes",19944
20864,"Fresh Yams",19944
20865,"Fresh Russet Potatoes",19944
20866,"Fresh Fingerlings & Baby Potatoes",19944
20871,"Fresh Kale",19944
20872,"Fresh Spinach",19944
20873,"Fresh Lettuce",19944
20874,"Fresh Collard Greens",19944
20888,"Fresh Lemons",19944
20889,"Fresh Oranges",19944
20890,"Fresh Limes",19944
20891,"Fresh Grapefruit",19944
20893,"Fresh Kumquats",19944
20894,"Fresh Mandarian Oranges",19944
20899,"Fresh Cherries",19944
20900,"Fresh Apricots",19944
20901,"Fresh Plums",19944
20902,"Fresh Nectarines",19944
20903,"Fresh Peaches",19944
20907,"Fresh Gala Apples",19944
20908,"Fresh Honeycrisp Apples",19944
20909,"Fresh Granny Smith Apples",19944
20910,"Fresh Fuji Apples",19944
20920,"Fresh Cut Mixed Fruits",19944
20921,"Fresh Cut Pineapples",19944
20976,"Oaxaca Cheese",19944
20977,"Cotija Cheese",19944
20998,"Greek & Icelandic Flavored Yogurt",19944
20999,"Greek & Icelandic Plain Yogurt",19944
21021,"Fresh Fish",19944
21032,"Fresh Shellfish",19944
21042,"Dried Squid",19944
21043,"Dried Sea Cucumber",19944
21044,"Dried Shrimp",19944
21045,"Dried Anchovies",19944
21046,"Dried Scallops",19944
21047,"Dried Abalone",19944
21048,"Dried Cod",19944
21062,"Beef Sirloin Steaks",19944
21063,"Beef Ribeye Steaks",19944
21064,"Beef Top Loin Steaks",19944
21065,"Beef Strip Steaks",19944
21066,"Beef T-Bone Steaks",19944
21068,"Beef Burger Patties",19944
21069,"Ground Beef",19944
21071,"Beef Rib Roast",19944
21072,"Beef Brisket",19944
21076,"Beef Stew Meat",19944
21079,"Packaged Cured Ham Slices",19944
21080,"Packaged Salami",19944
21081,"Packaged Ham",19944
21082,"Packaged Pepperoni",19944
21083,"Packaged Bologna",19944
21084,"Packaged Mortadella",19944
21085,"Packaged Corned Beef",19944
21086,"Packaged Liverwurst",19944
21088,"Deli Sliced Ham",19944
21089,"Deli Sliced Bologna",19944
21090,"Deli Sliced Pepperoni",19944
21091,"Deli Sliced Salami",19944
21092,"Deli Sliced Corned Beef",19944
21093,"Deli Meat Loaves",19944
21094,"Deli Sliced Roast Beef",19944
21123,"Frozen Nuggets & Tenders",19944
21124,"Frozen Wings",19944
21125,"Frozen Whole Chickens",19944
21147,"Frozen French Toast",19944
21148,"Frozen Pancakes",19944
21151,"Frozen Bagels",19944
21152,"Frozen Muffins",19944
21263,"India Pale Ales (IPA)",19944
21264,"Sour Ales",19944
19973,"Edible Printer Paper & Frosting Sheets",19944
19977,"Olive Oils",19944
19978,"Coconut Oils",19944
19979,"Avocado Oils",19944
19980,"Vegetable Oils",19944
19981,"Sesame Oils",19944
19982,"Truffle Oils",19944
19983,"Canola Oils",19944
19984,"Grapeseed Oils",19944
19985,"Flaxseed Oils",19944
19986,"Peanut Oils",19944
19987,"Sunflower Oils",19944
19988,"Safflower Oils",19944
19989,"Almond Oils",19944
19990,"Soybean Oils",19944
19991,"Walnut Oils",19944
19992,"Corn Oils",19944
19993,"Hazelnut Oils",19944
19995,"Balsamic Vinegars",19944
19996,"Apple Cider Vinegars",19944
19997,"White Vinegars",19944
19998,"Red Wine Vinegars",19944
19999,"Fruit Vinegars",19944
20000,"White Wine Vinegars",19944
20001,"Rice Vinegar",19944
20002,"Malt Vinegars",19944
20007,"White Sugars",19944
20011,"Brown Sugar",19944
20016,"Sugar Cubes",19944
20017,"Maple Sugar",19944
20018,"Coarse Sugar",19944
20019,"Coconut Sugar",19944
20020,"Vanilla Sugar",19944
20021,"Rock Sugar",19944
20215,"Packaged Noodle Dishes",19944
20218,"Packaged Seasoned Rice",19944
20219,"Packaged Risotto",19944
20220,"Packaged Pilaf",19944
20221,"Packaged Jambalaya",19944
20222,"Packaged Paella",19944
20223,"Packaged Dirty Rice",19944
20225,"Packaged Potato Side Dishes",19944
20226,"Packaged Stuffing Side Dishes",19944
20233,"Packaged Tuna Fish",19944
20234,"Canned & Packaged Sardines",19944
20235,"Canned & Packaged Salmon",19944
20236,"Packaged Anchovies",19944
20237,"Canned & Packaged Mackerel",19944
20238,"Packaged Pickled Herrings",19944
20239,"Canned & Jarred Oysters",19944
20240,"Canned & Packaged Caviars & Roes",19944
20241,"Canned & Jarred Mussels & Cockles",19944
20242,"Canned & Jarred Clams",19944
20243,"Packaged Crabmeat",19944
20244,"Canned & Jarred Trout",19944
20252,"Canned & Jarred Tomato Sauces",19944
20253,"Canned & Jarred Crushed Tomatoes",19944
20254,"Canned & Jarred Peeled Tomatoes",19944
20255,"Canned & Jarred Tomato Pastes",19944
20256,"Canned & Jarred Diced Tomatoes",19944
20257,"Sun-Dried Tomato Pastes",19944
20258,"Canned & Jarred Sun-Dried Tomatoes",19944
20259,"Canned & Jarred Stewed Tomatoes",19944
20290,"Canned & Jarred Raspberries",19944
20291,"Canned & Jarred Cranberries",19944
20292,"Canned & Jarred Blueberries",19944
20293,"Canned & Jarred Strawberries",19944
20321,"Chili Sauces",19944
20322,"Soy Sauce",19944
20323,"Curry Sauce",19944
20324,"Chile Paste",19944
20325,"Teriyaki Sauce",19944
20326,"Stir-Fry Sauces",19944
20327,"Coconut Sauce",19944
20328,"Fish Sauces",19944
20329,"Sweet & Sour Sauce",19944
20330,"Oyster Sauces",19944
20331,"Peanut Sauce",19944
20332,"Pomegranate Molasses",19944
20333,"Plum Sauce",19944
20336,"Marinara Sauces",19944
20337,"Pizza Sauces",19944
20338,"Pesto Sauces",19944
20339,"Alfredo Sauces",19944
20341,"Taco Sauce",19944
20342,"Enchilada Sauce",19944
20343,"Adobo Sauce",19944
20344,"Sofrito Sauces",19944
20387,"Balsamic Vinaigrette Salad Dressings",19944
20388,"Sesame Vinaigrette Salad Dressings",19944
20389,"Garlic Vinaigrette Salad Dressings",19944
20390,"Raspberry Vinaigrette Salad Dressings",19944
20391,"Wine Vinaigrette Salad Dressings",19944
20512,"Fruit & Herbal Tea Blends",19944
20513,"Fruit Tea",19944
20828,"Dried Shiitake Mushrooms",19944
20829,"Dried Porcini Mushrooms",19944
20830,"Dried Morel Mushrooms",19944
20831,"Dried Woodear Mushrooms",19944
20832,"Dried Chanterelle Mushrooms",19944
20833,"Dried Portabello Mushrooms",19944
20834,"Dried Truffles",19944
20835,"Dried Maitake Mushrooms",19944
20836,"Dried Lobster Mushrooms",19944
20837,"Dried Eringi Mushrooms",19944
20838,"Dried Oyster Mushrooms",19944
20849,"Fresh Jalapenos Peppers",19944
20850,"Fresh Cayenne Peppers",19944
20851,"Fresh Cherry Peppers",19944
20852,"Fresh Thai Chili Peppers",19944
20892,"Fresh Ruby Red Grapefruit",19944
20895,"Fresh Satsuma Oranges",19944
20896,"Fresh Clementines",19944
21022,"Cod",19944
21023,"Sardines",19944
21024,"Salmon",19944
21025,"Tuna",19944
21026,"Anchovies",19944
21027,"Tilapia",19944
21028,"Halibut",19944
21029,"Haddock",19944
21030,"Catfish",19944
21031,"Flounder",19944
21033,"Crab",19944
21034,"Lobster",19944
21035,"Shrimp & Prawns",19944
21036,"Clams",19944
21037,"Mussels",19944
21038,"Scallops",19944
21039,"Oysters",19944
20008,"White Granulated Sugar",19944
20009,"Powdered Sugar",19944
20010,"Preserving Sugar",19944
20012,"Brown Granulated Sugar",19944
20013,"Jaggery Sugar",19944
20014,"Panela",19944
20015,"Muscovado",19944
